month,drug_id,therapy_area,formulary_tier,pharmacy_type,rx_count,total_cost,member_copay,plan_paid,unique_members
2024-09,DRG006,Diabetes,3,Mail Order,3,421.27,126.39,294.88,3
2024-09,DRG006,Diabetes,3,Retail,2,343.18,102.95,240.23,2
2024-09,DRG006,Diabetes,3,Specialty,1,244.21,73.26,170.95,1
2024-09,DRG007,Diabetes,3,Mail Order,2,3345.73,1003.72,2342.01,2
2024-09,DRG007,Diabetes,3,Retail,3,7840.11,2352.04,5488.07,3
2024-09,DRG007,Diabetes,3,Specialty,7,11057.8,3317.33,7740.47,7
2024-09,DRG008,Oncology,5,Mail Order,3,68033.72,40820.24,27213.48,3
2024-09,DRG008,Oncology,5,Retail,2,43559.04,26135.43,17423.61,2
2024-09,DRG008,Oncology,5,Specialty,1,23059.3,13835.58,9223.72,1
2024-09,DRG009,Cardiology,2,Mail Order,3,698.4,139.68,558.72,3
2024-09,DRG009,Cardiology,2,Retail,2,577.99,115.6,462.39,2
2024-09,DRG009,Cardiology,2,Specialty,2,575.17,115.03,460.14,2
2024-09,DRG010,Cardiology,2,Mail Order,3,958.76,191.75,767.01,3
2024-09,DRG010,Cardiology,2,Retail,2,403.67,80.74,322.93,2
2024-09,DRG010,Cardiology,2,Specialty,3,850.68,170.14,680.54,3
2024-09,DRG011,Pulmonology,2,Retail,2,393.6,78.72,314.88,2
2024-09,DRG011,Pulmonology,2,Specialty,2,571.42,114.28,457.14,2
2024-09,DRG012,Pulmonology,2,Mail Order,5,717.19,143.43,573.76,5
2024-09,DRG012,Pulmonology,2,Specialty,1,260.38,52.08,208.3,1
2024-09,DRG013,Dermatology,4,Mail Order,2,36136.48,16261.42,19875.06,2
2024-09,DRG013,Dermatology,4,Retail,2,36083.36,16237.52,19845.84,2
2024-09,DRG013,Dermatology,4,Specialty,3,55131.44,24809.15,30322.29,3
2024-09,DRG014,Dermatology,4,Mail Order,1,3073.89,1383.25,1690.64,1
2024-09,DRG014,Dermatology,4,Retail,1,3168.64,1425.89,1742.75,1
2024-09,DRG014,Dermatology,4,Specialty,3,9751.32,4388.09,5363.23,3
2024-09,DRG015,Neurology,4,Mail Order,7,56738.79,25532.46,31206.33,7
2024-09,DRG015,Neurology,4,Retail,1,8262.39,3718.08,4544.31,1
2024-09,DRG015,Neurology,4,Specialty,3,24782.79,11152.25,13630.54,3
2024-09,DRG016,Cardiology,1,Mail Order,2,14.85,1.49,13.36,2
2024-09,DRG016,Cardiology,1,Retail,2,9.14,0.91,8.23,2
2024-09,DRG016,Cardiology,1,Specialty,1,3.12,0.31,2.81,1
2024-09,DRG017,Cardiology,1,Mail Order,4,20.33,2.04,18.29,4
2024-09,DRG017,Cardiology,1,Retail,3,15.56,1.56,14.0,3
2024-09,DRG017,Cardiology,1,Specialty,4,35.41,3.54,31.87,4
2024-09,DRG018,Gastroenterology,1,Mail Order,4,65.62,6.56,59.06,4
2024-09,DRG018,Gastroenterology,1,Retail,1,18.67,1.87,16.8,1
2024-09,DRG018,Gastroenterology,1,Specialty,2,11.55,1.15,10.4,2
2024-09,DRG019,Gastroenterology,2,Mail Order,1,43.86,8.77,35.09,1
2024-09,DRG019,Gastroenterology,2,Retail,2,230.84,46.17,184.67,2
2024-09,DRG019,Gastroenterology,2,Specialty,6,540.72,108.14,432.58,6
2024-09,DRG020,Oncology,5,Mail Order,1,18829.93,11297.96,7531.97,1
2024-09,DRG020,Oncology,5,Retail,3,58035.45,34821.27,23214.18,3
2024-09,DRG020,Oncology,5,Specialty,1,18577.92,11146.75,7431.17,1
2024-10,DRG001,Immunology,4,Retail,1,6212.24,2795.51,3416.73,1
2024-10,DRG001,Immunology,4,Specialty,2,12981.83,5841.82,7140.01,2
2024-10,DRG002,Immunology,4,Mail Order,2,12047.3,5421.28,6626.02,2
2024-10,DRG002,Immunology,4,Retail,1,5606.03,2522.71,3083.32,1
2024-10,DRG002,Immunology,4,Specialty,2,11382.6,5122.17,6260.43,2
2024-10,DRG003,Cardiology,1,Mail Order,5,178.18,17.82,160.36,5
2024-10,DRG003,Cardiology,1,Retail,4,133.68,13.37,120.31,4
2024-10,DRG004,Cardiology,2,Mail Order,2,52.65,10.53,42.12,2
2024-10,DRG004,Cardiology,2,Retail,3,106.63,21.32,85.31,3
2024-10,DRG004,Cardiology,2,Specialty,1,17.71,3.54,14.17,1
2024-10,DRG005,Diabetes,1,Mail Order,1,7.61,0.76,6.85,1
2024-10,DRG005,Diabetes,1,Retail,1,7.82,0.78,7.04,1
2024-10,DRG005,Diabetes,1,Specialty,3,31.62,3.16,28.46,3
2024-10,DRG006,Diabetes,3,Mail Order,3,685.33,205.59,479.74,3
2024-10,DRG006,Diabetes,3,Retail,1,86.87,26.06,60.81,1
2024-10,DRG006,Diabetes,3,Specialty,2,243.64,73.09,170.55,2
2024-10,DRG007,Diabetes,3,Mail Order,2,3487.42,1046.22,2441.2,2
2024-10,DRG007,Diabetes,3,Retail,1,2528.14,758.44,1769.7,1
2024-10,DRG007,Diabetes,3,Specialty,3,4333.21,1299.97,3033.24,3
2024-10,DRG008,Oncology,5,Mail Order,5,108019.69,64811.8,43207.89,5
2024-10,DRG008,Oncology,5,Retail,5,111215.39,66729.23,44486.16,5
2024-10,DRG008,Oncology,5,Specialty,2,44705.78,26823.47,17882.31,2
2024-10,DRG009,Cardiology,2,Mail Order,2,853.62,170.73,682.89,2
2024-10,DRG009,Cardiology,2,Retail,1,429.29,85.86,343.43,1
2024-10,DRG009,Cardiology,2,Specialty,2,287.9,57.58,230.32,2
2024-10,DRG010,Cardiology,2,Mail Order,5,1682.11,336.42,1345.69,5
2024-10,DRG010,Cardiology,2,Retail,1,416.48,83.3,333.18,1
2024-10,DRG010,Cardiology,2,Specialty,2,673.03,134.61,538.42,2
2024-10,DRG011,Pulmonology,2,Mail Order,4,863.28,172.66,690.62,4
2024-10,DRG011,Pulmonology,2,Specialty,6,1065.35,213.06,852.29,5
2024-10,DRG012,Pulmonology,2,Mail Order,3,366.39,73.28,293.11,3
2024-10,DRG012,Pulmonology,2,Specialty,1,185.65,37.13,148.52,1
2024-10,DRG013,Dermatology,4,Mail Order,1,18407.61,8283.42,10124.19,1
2024-10,DRG013,Dermatology,4,Retail,1,17550.54,7897.74,9652.8,1
2024-10,DRG013,Dermatology,4,Specialty,3,53684.63,24158.09,29526.54,3
2024-10,DRG014,Dermatology,4,Mail Order,5,16388.57,7374.86,9013.71,5
2024-10,DRG014,Dermatology,4,Retail,4,12702.37,5716.08,6986.29,4
2024-10,DRG014,Dermatology,4,Specialty,4,12883.68,5797.66,7086.02,4
2024-10,DRG015,Neurology,4,Mail Order,2,16431.17,7394.03,9037.14,2
2024-10,DRG015,Neurology,4,Retail,3,24620.04,11079.01,13541.03,3
2024-10,DRG016,Cardiology,1,Mail Order,6,35.73,3.58,32.15,6
2024-10,DRG016,Cardiology,1,Specialty,1,3.07,0.31,2.76,1
2024-10,DRG017,Cardiology,1,Mail Order,4,31.79,3.18,28.61,4
2024-10,DRG017,Cardiology,1,Retail,2,12.01,1.2,10.81,2
2024-10,DRG017,Cardiology,1,Specialty,2,15.29,1.53,13.76,2
2024-10,DRG018,Gastroenterology,1,Mail Order,1,6.19,0.62,5.57,1
2024-10,DRG018,Gastroenterology,1,Retail,2,11.85,1.19,10.66,2
2024-10,DRG018,Gastroenterology,1,Specialty,2,29.84,2.99,26.85,2
2024-10,DRG019,Gastroenterology,2,Mail Order,2,265.35,53.07,212.28,2
2024-10,DRG019,Gastroenterology,2,Retail,2,186.41,37.28,149.13,2
2024-10,DRG019,Gastroenterology,2,Specialty,1,46.59,9.32,37.27,1
2024-10,DRG020,Oncology,5,Mail Order,1,18481.34,11088.8,7392.54,1
2024-10,DRG020,Oncology,5,Retail,2,39163.59,23498.16,15665.43,2
2024-10,DRG020,Oncology,5,Specialty,2,38253.18,22951.91,15301.27,2
2024-11,DRG001,Immunology,4,Mail Order,3,19369.16,8716.12,10653.04,3
2024-11,DRG001,Immunology,4,Retail,2,12652.43,5693.6,6958.83,2
2024-11,DRG001,Immunology,4,Specialty,3,19525.81,8786.61,10739.2,3
2024-11,DRG002,Immunology,4,Mail Order,1,5851.32,2633.09,3218.23,1
2024-11,DRG002,Immunology,4,Retail,5,28506.92,12828.1,15678.82,5
2024-11,DRG002,Immunology,4,Specialty,1,5912.11,2660.45,3251.66,1
2024-11,DRG003,Cardiology,1,Mail Order,3,71.75,7.18,64.57,3
2024-11,DRG003,Cardiology,1,Retail,2,24.07,2.41,21.66,2
2024-11,DRG003,Cardiology,1,Specialty,1,11.66,1.17,10.49,1
2024-11,DRG004,Cardiology,2,Mail Order,1,51.51,10.3,41.21,1
2024-11,DRG004,Cardiology,2,Retail,2,70.22,14.04,56.18,2
2024-11,DRG004,Cardiology,2,Specialty,1,17.95,3.59,14.36,1
2024-11,DRG005,Diabetes,1,Mail Order,4,39.73,3.98,35.75,4
2024-11,DRG005,Diabetes,1,Retail,1,4.14,0.41,3.73,1
2024-11,DRG005,Diabetes,1,Specialty,4,31.63,3.16,28.47,4
2024-11,DRG006,Diabetes,3,Mail Order,5,1013.07,303.91,709.16,5
2024-11,DRG006,Diabetes,3,Retail,2,417.91,125.37,292.54,2
2024-11,DRG006,Diabetes,3,Specialty,3,758.21,227.46,530.75,3
2024-11,DRG007,Diabetes,3,Mail Order,2,2526.53,757.95,1768.58,2
2024-11,DRG007,Diabetes,3,Retail,4,7566.06,2269.82,5296.24,4
2024-11,DRG007,Diabetes,3,Specialty,1,2528.62,758.59,1770.03,1
2024-11,DRG008,Oncology,5,Mail Order,4,87546.96,52528.17,35018.79,4
2024-11,DRG008,Oncology,5,Retail,3,66149.73,39689.84,26459.89,3
2024-11,DRG008,Oncology,5,Specialty,1,22304.82,13382.89,8921.93,1
2024-11,DRG009,Cardiology,2,Mail Order,2,739.71,147.94,591.77,2
2024-11,DRG009,Cardiology,2,Specialty,5,1146.04,229.2,916.84,5
2024-11,DRG010,Cardiology,2,Mail Order,1,143.25,28.65,114.6,1
2024-11,DRG010,Cardiology,2,Retail,3,722.2,144.44,577.76,3
2024-11,DRG010,Cardiology,2,Specialty,3,1112.56,222.51,890.05,3
2024-11,DRG011,Pulmonology,2,Mail Order,3,482.8,96.57,386.23,3
2024-11,DRG011,Pulmonology,2,Retail,3,658.39,131.68,526.71,3
2024-11,DRG011,Pulmonology,2,Specialty,3,371.71,74.34,297.37,3
2024-11,DRG012,Pulmonology,2,Mail Order,4,725.67,145.14,580.53,4
2024-11,DRG012,Pulmonology,2,Retail,2,455.88,91.18,364.7,2
2024-11,DRG012,Pulmonology,2,Specialty,1,94.23,18.85,75.38,1
2024-11,DRG013,Dermatology,4,Mail Order,2,34551.77,15548.29,19003.48,2
2024-11,DRG013,Dermatology,4,Specialty,5,90353.82,40659.22,49694.6,5
2024-11,DRG014,Dermatology,4,Mail Order,1,3243.96,1459.78,1784.18,1
2024-11,DRG014,Dermatology,4,Retail,2,6219.88,2798.95,3420.93,2
2024-11,DRG014,Dermatology,4,Specialty,2,6352.39,2858.58,3493.81,2
2024-11,DRG015,Neurology,4,Mail Order,3,24753.37,11139.02,13614.35,3
2024-11,DRG015,Neurology,4,Retail,2,16062.27,7228.02,8834.25,2
2024-11,DRG015,Neurology,4,Specialty,2,16436.95,7396.63,9040.32,2
2024-11,DRG016,Cardiology,1,Mail Order,2,18.49,1.85,16.64,2
2024-11,DRG016,Cardiology,1,Retail,4,30.01,3.0,27.01,4
2024-11,DRG016,Cardiology,1,Specialty,2,9.18,0.92,8.26,2
2024-11,DRG017,Cardiology,1,Mail Order,3,25.02,2.5,22.52,3
2024-11,DRG017,Cardiology,1,Retail,3,28.71,2.87,25.84,3
2024-11,DRG017,Cardiology,1,Specialty,3,24.1,2.41,21.69,3
2024-11,DRG018,Gastroenterology,1,Mail Order,3,35.77,3.58,32.19,3
2024-11,DRG018,Gastroenterology,1,Retail,2,18.36,1.84,16.52,2
2024-11,DRG018,Gastroenterology,1,Specialty,3,18.1,1.82,16.28,3
2024-11,DRG019,Gastroenterology,2,Mail Order,1,44.15,8.83,35.32,1
2024-11,DRG019,Gastroenterology,2,Retail,4,356.28,71.26,285.02,4
2024-11,DRG020,Oncology,5,Mail Order,3,57538.97,34523.39,23015.58,3
2024-11,DRG020,Oncology,5,Retail,2,38305.15,22983.09,15322.06,2
2024-11,DRG020,Oncology,5,Specialty,2,39488.69,23693.21,15795.48,2
2024-12,DRG001,Immunology,4,Mail Order,4,25635.9,11536.16,14099.74,4
2024-12,DRG001,Immunology,4,Retail,2,12675.92,5704.16,6971.76,2
2024-12,DRG001,Immunology,4,Specialty,1,6317.66,2842.95,3474.71,1
2024-12,DRG002,Immunology,4,Mail Order,2,11819.96,5318.98,6500.98,2
2024-12,DRG002,Immunology,4,Retail,6,35322.32,15895.05,19427.27,6
2024-12,DRG002,Immunology,4,Specialty,1,5579.41,2510.73,3068.68,1
2024-12,DRG003,Cardiology,1,Mail Order,2,35.99,3.6,32.39,2
2024-12,DRG003,Cardiology,1,Retail,1,34.6,3.46,31.14,1
2024-12,DRG003,Cardiology,1,Specialty,1,35.6,3.56,32.04,1
2024-12,DRG004,Cardiology,2,Mail Order,4,74.33,14.88,59.45,4
2024-12,DRG004,Cardiology,2,Retail,1,18.08,3.62,14.46,1
2024-12,DRG004,Cardiology,2,Specialty,1,53.06,10.61,42.45,1
2024-12,DRG005,Diabetes,1,Mail Order,2,7.98,0.8,7.18,2
2024-12,DRG005,Diabetes,1,Retail,3,36.18,3.62,32.56,3
2024-12,DRG005,Diabetes,1,Specialty,4,32.78,3.28,29.5,4
2024-12,DRG006,Diabetes,3,Retail,4,784.62,235.39,549.23,4
2024-12,DRG006,Diabetes,3,Specialty,4,773.66,232.1,541.56,4
2024-12,DRG007,Diabetes,3,Mail Order,4,7567.01,2270.1,5296.91,4
2024-12,DRG007,Diabetes,3,Retail,1,877.7,263.31,614.39,1
2024-12,DRG007,Diabetes,3,Specialty,1,2452.21,735.66,1716.55,1
2024-12,DRG008,Oncology,5,Mail Order,4,84781.68,50869.01,33912.67,4
2024-12,DRG008,Oncology,5,Retail,2,43220.24,25932.14,17288.1,2
2024-12,DRG008,Oncology,5,Specialty,3,66266.63,39759.98,26506.65,3
2024-12,DRG009,Cardiology,2,Mail Order,2,570.66,114.13,456.53,2
2024-12,DRG009,Cardiology,2,Retail,2,870.47,174.1,696.37,2
2024-12,DRG009,Cardiology,2,Specialty,3,998.8,199.76,799.04,3
2024-12,DRG010,Cardiology,2,Mail Order,4,1099.96,219.99,879.97,4
2024-12,DRG010,Cardiology,2,Retail,1,136.0,27.2,108.8,1
2024-12,DRG010,Cardiology,2,Specialty,1,133.27,26.65,106.62,1
2024-12,DRG011,Pulmonology,2,Mail Order,3,381.3,76.25,305.05,3
2024-12,DRG011,Pulmonology,2,Retail,5,860.78,172.16,688.62,5
2024-12,DRG011,Pulmonology,2,Specialty,4,847.53,169.51,678.02,4
2024-12,DRG012,Pulmonology,2,Mail Order,2,369.92,73.98,295.94,2
2024-12,DRG012,Pulmonology,2,Retail,3,551.08,110.22,440.86,3
2024-12,DRG012,Pulmonology,2,Specialty,3,465.4,93.08,372.32,3
2024-12,DRG013,Dermatology,4,Mail Order,3,55986.54,25193.95,30792.59,3
2024-12,DRG013,Dermatology,4,Retail,2,35132.67,15809.7,19322.97,2
2024-12,DRG013,Dermatology,4,Specialty,3,53085.1,23888.29,29196.81,3
2024-12,DRG014,Dermatology,4,Mail Order,1,3192.29,1436.53,1755.76,1
2024-12,DRG014,Dermatology,4,Retail,1,3116.71,1402.52,1714.19,1
2024-12,DRG014,Dermatology,4,Specialty,3,9917.1,4462.69,5454.41,3
2024-12,DRG015,Neurology,4,Mail Order,2,16016.93,7207.61,8809.32,2
2024-12,DRG015,Neurology,4,Retail,2,16624.4,7480.98,9143.42,2
2024-12,DRG015,Neurology,4,Specialty,1,8164.1,3673.85,4490.25,1
2024-12,DRG016,Cardiology,1,Mail Order,1,3.15,0.32,2.83,1
2024-12,DRG016,Cardiology,1,Retail,4,24.69,2.47,22.22,4
2024-12,DRG016,Cardiology,1,Specialty,2,9.01,0.9,8.11,2
2024-12,DRG017,Cardiology,1,Mail Order,2,15.78,1.58,14.2,2
2024-12,DRG017,Cardiology,1,Retail,2,20.15,2.02,18.13,2
2024-12,DRG017,Cardiology,1,Specialty,2,15.78,1.58,14.2,2
2024-12,DRG018,Gastroenterology,1,Retail,3,41.22,4.12,37.1,3
2024-12,DRG019,Gastroenterology,2,Mail Order,2,135.07,27.01,108.06,2
2024-12,DRG019,Gastroenterology,2,Retail,4,262.33,52.47,209.86,4
2024-12,DRG019,Gastroenterology,2,Specialty,2,179.45,35.89,143.56,2
2024-12,DRG020,Oncology,5,Mail Order,4,76460.99,45876.59,30584.4,4
2024-12,DRG020,Oncology,5,Specialty,1,18632.36,11179.42,7452.94,1
